ID,gender,age_group,citizen,vismin,immigrant,responded,voted_2019,past_vote,plan_to_vote,likely_party,Healthcare,Education,Taxes,Climate,Jobs,Housing,Indigenous,Immigration,Racial,Seniors,Childcare,COVID19,Debt,ads,decided,ad_affect
763,Male,55-64,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Not,Slightly,Very,Moderately,Moderately,Moderately,Slightly,Not,Not,Not,Moderately,Slightly,Radio,Decided,not at all
767,Male,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Not,Slightly,Extremely,Don't know,Moderately,Very,Don't know,Slightly,Moderately,Not,Don't know,Don't know,Moderately,TV,Decided,not at all
769,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Moderately,Moderately,Extremely,Moderately,Not,Moderately,Very,Moderately,Not,Moderately,Slightly,Moderately,Moderately,TV,Decided,not at all
771,Female,45-54,yes,Yes,Yes,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Don't know,Very,Moderately,Not,Not,Not,Moderately,Very,Moderately,Moderately,Extremely,Online,Decided,not at all
776,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Extremely,Very,Moderately,Moderately,Moderately,Moderately,Not,Not,Slightly,Moderately,Very,Moderately,None,Decided,not at all
778,Female,35-44,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Extremely,Moderately,Don't know,Extremely,Moderately,Moderately,Slightly,Slightly,Not,Slightly,Not,Moderately,Slightly,None,Decided,a little
780,Male,65 and over,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Don't know,Moderately,Moderately,Very,Moderately,Slightly,Not,Not,Moderately,Very,Moderately,Moderately,Slightly,Online,Decided,not at all
783,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Moderately,Extremely,Moderately,Moderately,Slightly,Not,Not,Moderately,Don't know,Very,Moderately,Online,Decided,not at all
784,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Not,Very,Slightly,Moderately,Moderately,Very,Moderately,Moderately,Moderately,Very,Moderately,Mail,Decided,not at all
786,Male,65 and over,yes,Yes,Yes,yes,yes,Liberal,Yes,Undecided,Slightly,Slightly,Extremely,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Not,Not,Extremely,Extremely,Online,Undecided,not at all
787,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,Undecided,Not,Very,Slightly,Not,Moderately,Not,Moderately,Moderately,Moderately,Extremely,Not,Extremely,Moderately,Online,Undecided,not at all
788,Female,45-54,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Moderately,Very,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Moderately,Very,Moderately,Online,Decided,not at all
791,Female,18-24,yes,No,No,yes,yes,Conservative,Yes,Undecided,Not,Very,Don't know,Moderately,Extremely,Moderately,Moderately,Slightly,Slightly,Not,Not,Extremely,Slightly,TV,Undecided,not at all
793,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Undecided,Slightly,Moderately,Slightly,Very,Moderately,Slightly,Extremely,Not,Moderately,Not,Moderately,Very,Moderately,Print,Undecided,somewhat
794,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Very,Slightly,Moderately,Very,Moderately,Not,Not,Slightly,Not,Extremely,Moderately,Slightly,Online,Decided,not at all
795,Female,65 and over,yes,No,No,yes,yes,NDP,Yes,Liberal,Don't know,Moderately,Don't know,Moderately,Moderately,Moderately,Moderately,Don't know,Slightly,Not,Slightly,Moderately,Extremely,TV,Decided,not at all
804,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Green,Moderately,Moderately,Don't know,Extremely,Moderately,Moderately,Moderately,Not,Not,Slightly,Slightly,Moderately,Extremely,None,Decided,not at all
808,Female,55-64,yes,No,No,yes,yes,Conservative,Yes,NDP,Slightly,Not,Extremely,Slightly,Moderately,Very,Moderately,Not,Very,Slightly,Not,Slightly,Slightly,Online,Decided,not at all
810,Male,18-24,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Extremely,Slightly,Don't know,Don't know,Extremely,Moderately,Don't know,Slightly,Don't know,Moderately,Moderately,Don't know,Moderately,Signs/Billboards,Decided,somewhat
818,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Green,Slightly,Slightly,Don't know,Don't know,Very,Very,Moderately,Slightly,Moderately,Not,Slightly,Moderately,Very,Online,Decided,not at all
820,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Undecided,Extremely,Slightly,Don't know,Not,Slightly,Moderately,Don't know,Moderately,Slightly,Not,Moderately,Moderately,Moderately,Online,Undecided,not at all
822,Female,25-34,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Very,Not,Very,Not,Moderately,Not,Not,Don't know,Not,Not,Not,Moderately,Slightly,TV,Decided,not at all
835,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Extremely,Not,Slightly,Not,Moderately,Moderately,Moderately,Not,Moderately,Not,Moderately,Very,Extremely,TV,Decided,not at all
838,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Very,Very,Moderately,Very,Moderately,Not,Moderately,Moderately,Not,Not,Moderately,Extremely,Moderately,Online,Decided,not at all
844,Male,25-34,yes,No,Yes,yes,yes,NDP,Yes,NDP,Extremely,Moderately,Moderately,Not,Moderately,Slightly,Not,Moderately,Not,Not,Slightly,Moderately,Moderately,Online,Decided,not at all
846,Female,25-34,yes,No,No,yes,yes,Liberal,Yes,Undecided,Moderately,Slightly,Slightly,Not,Moderately,Slightly,Moderately,Slightly,Moderately,Not,Not,Extremely,Extremely,Online,Undecided,not at all
848,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Moderately,Very,Moderately,Moderately,Extremely,Not,Slightly,Not,Slightly,Moderately,Moderately,Mail,Decided,not at all
850,Female,65 and over,yes,No,No,yes,yes,Conservative,Yes,Liberal,Very,Moderately,Slightly,Slightly,Moderately,Moderately,Don't know,Not,Moderately,Slightly,Not,Extremely,Moderately,Online,Decided,a little
851,Female,35-44,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Slightly,Slightly,Slightly,Moderately,Moderately,Not,Not,Not,Slightly,Slightly,Slightly,Extremely,Don't know,Print,Decided,not at all
852,Female,18-24,yes,No,No,yes,no,Did not vote,Yes,NDP,Not,Not,Very,Moderately,Extremely,Slightly,Slightly,Moderately,Very,Not,Slightly,Moderately,Very,None,Decided,not at all
853,Male,55-64,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Don't know,Not,Moderately,Very,Moderately,Not,Not,Moderately,Not,Moderately,Very,None,Decided,not at all
859,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Not,Moderately,Don't know,Moderately,Moderately,Moderately,Slightly,Moderately,Not,Very,Moderately,Extremely,None,Decided,not at all
860,Female,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Green,Extremely,Moderately,Slightly,Moderately,Slightly,Very,Not,Moderately,Don't know,Moderately,Moderately,Moderately,Moderately,Mail,Decided,not at all
861,Female,25-34,yes,No,Yes,yes,yes,Green,Yes,Liberal,Moderately,Very,Slightly,Don't know,Very,Moderately,Not,Not,Not,Slightly,Moderately,Moderately,Slightly,TV,Decided,not at all
862,Male,65 and over,yes,No,Yes,yes,yes,NDP,Yes,Liberal,Not,Not,Moderately,Moderately,Not,Moderately,Slightly,Not,Moderately,Slightly,Moderately,Extremely,Moderately,TV,Decided,not at all
864,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Conservative,Not,Not,Slightly,Not,Moderately,Moderately,Not,Slightly,Moderately,Very,Moderately,Moderately,Very,Online,Decided,not at all
866,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Moderately,Don't know,Moderately,Moderately,Moderately,Don't know,Not,Moderately,Slightly,Moderately,Extremely,Moderately,Don't know,TV,Decided,not at all
868,Female,18-24,yes,Yes,No,yes,yes,NDP,Yes,Conservative,Extremely,Very,Very,Moderately,Very,Not,Slightly,Not,Slightly,Moderately,Moderately,Moderately,Moderately,Signs/Billboards,Decided,not at all
870,Male,35-44,yes,No,No,yes,yes,NDP,Yes,Conservative,Not,Moderately,Moderately,Not,Moderately,Moderately,Not,Not,Not,Moderately,Not,Moderately,Moderately,TV,Decided,not at all
871,Female,45-54,yes,Yes,Yes,yes,yes,Green,Yes,Liberal,Slightly,Very,Don't know,Not,Moderately,Extremely,Moderately,Not,Not,Slightly,Slightly,Moderately,Moderately,Online,Decided,not at all
872,Male,18-24,yes,No,No,yes,yes,Conservative,Yes,Conservative,Slightly,Moderately,Don't know,Moderately,Moderately,Moderately,Not,Not,Don't know,Moderately,Not,Not,Moderately,Online,Decided,a great deal
873,Female,65 and over,yes,Yes,No,yes,yes,Conservative,Yes,NDP,Slightly,Very,Don't know,Very,Moderately,Slightly,Moderately,Not,Very,Not,Moderately,Extremely,Extremely,TV,Decided,not at all
874,Female,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Very,Moderately,Moderately,Not,Not,Extremely,Moderately,Not,Slightly,Moderately,None,Decided,not at all
876,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Extremely,Moderately,Extremely,Moderately,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Moderately,Online,Decided,a little
880,Female,45-54,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Not,Don't know,Don't know,Moderately,Extremely,Mail,Decided,not at all
882,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Conservative,Not,Moderately,Not,Very,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Moderately,Slightly,Mail,Decided,not at all
885,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Very,Moderately,Moderately,Not,Not,Not,Slightly,Very,Not,Very,Very,Online,Decided,not at all
886,Female,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Slightly,Not,Moderately,Extremely,Not,Moderately,Not,Not,Not,Extremely,Slightly,TV,Decided,not at all
892,Female,35-44,yes,No,Yes,yes,yes,Other/Prefer not to answer,Yes,NDP,Not,Slightly,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Not,Slightly,Not,Very,Not,Mail,Decided,not at all
893,Male,55-64,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Slightly,Slightly,Moderately,Moderately,Moderately,Extremely,Extremely,Slightly,Moderately,Not,Not,Don't know,Extremely,Signs/Billboards,Decided,not at all
897,Male,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Undecided,Slightly,Slightly,Moderately,Very,Extremely,Moderately,Not,Moderately,Not,Not,Moderately,Slightly,Moderately,Signs/Billboards,Undecided,not at all
898,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Don't know,Not,Don't know,Extremely,Extremely,Not,Moderately,Slightly,Moderately,Not,Not,Extremely,Moderately,Online,Decided,not at all
902,Female,35-44,yes,No,No,yes,yes,Green,Yes,Conservative,Very,Not,Moderately,Not,Extremely,Not,Not,Not,Not,Slightly,Not,Slightly,Slightly,Online,Decided,not at all
907,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Extremely,Extremely,Don't know,Slightly,Very,Moderately,Not,Not,Moderately,Very,Not,Extremely,Moderately,Mail,Decided,not at all
909,Female,35-44,yes,No,No,yes,yes,Green,Yes,Liberal,Extremely,Moderately,Moderately,Moderately,Extremely,Slightly,Moderately,Slightly,Slightly,Not,Not,Slightly,Extremely,Radio,Decided,not at all
910,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Green,Slightly,Moderately,Very,Extremely,Moderately,Moderately,Don't know,Moderately,Slightly,Moderately,Not,Moderately,Moderately,Online,Decided,a great deal
915,Male,55-64,yes,No,Yes,yes,yes,Liberal,Yes,Conservative,Slightly,Don't know,Don't know,Not,Moderately,Slightly,Slightly,Moderately,Slightly,Extremely,Slightly,Moderately,Moderately,TV,Decided,not at all
917,Male,65 and over,yes,No,No,yes,yes,Liberal,Yes,NDP,Slightly,Moderately,Slightly,Don't know,Extremely,Moderately,Slightly,Don't know,Slightly,Not,Extremely,Very,Moderately,Online,Decided,not at all
928,Female,45-54,yes,Yes,Yes,yes,yes,NDP,Yes,Undecided,Not,Not,Extremely,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Not,Not,Moderately,Extremely,None,Undecided,not at all
932,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,Green,Not,Moderately,Slightly,Moderately,Extremely,Don't know,Moderately,Slightly,Not,Moderately,Not,Extremely,Slightly,None,Decided,somewhat
934,Male,35-44,yes,No,No,yes,yes,Liberal,Yes,Undecided,Extremely,Not,Slightly,Moderately,Moderately,Very,Moderately,Not,Very,Moderately,Not,Moderately,Moderately,Online,Undecided,not at all
938,Male,55-64,yes,Yes,Yes,yes,yes,NDP,Yes,Conservative,Slightly,Not,Slightly,Moderately,Slightly,Moderately,Not,Slightly,Slightly,Not,Very,Very,Moderately,Signs/Billboards,Decided,not at all
939,Female,35-44,yes,Yes,Yes,yes,yes,NDP,Yes,NDP,Slightly,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Not,Not,Not,Extremely,Very,Online,Decided,not at all
946,Female,45-54,yes,No,No,yes,no,Did not vote,Yes,NDP,Slightly,Moderately,Not,Extremely,Moderately,Very,Not,Not,Extremely,Not,Moderately,Moderately,Extremely,Signs/Billboards,Decided,not at all
947,Male,35-44,yes,No,Yes,yes,idk,Did not vote,Yes,Conservative,Very,Not,Slightly,Moderately,Moderately,Extremely,Don't know,Not,Moderately,Slightly,Not,Extremely,Extremely,Online,Decided,not at all
948,Male,18-24,yes,No,No,yes,no,Did not vote,No,Don't plan to vote,Moderately,Not,Very,Moderately,Moderately,Not,Extremely,Not,Slightly,Slightly,Moderately,Moderately,Moderately,Online,Decided,not at all
949,Male,45-54,yes,No,No,yes,no,Did not vote,Yes,Liberal,Don't know,Not,Slightly,Moderately,Moderately,Slightly,Not,Not,Slightly,Not,Slightly,Extremely,Moderately,TV,Decided,not at all
950,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Slightly,Moderately,Slightly,Very,Not,Very,Not,Not,Slightly,Don't know,Extremely,Online,Decided,not at all
951,Male,25-34,yes,Yes,No,yes,yes,Green,Yes,Liberal,Moderately,Moderately,Extremely,Not,Extremely,Moderately,Slightly,Slightly,Not,Extremely,Don't know,Extremely,Moderately,Online,Decided,not at all
953,Female,18-24,yes,No,No,yes,yes,Green,Yes,Conservative,Extremely,Very,Moderately,Extremely,Extremely,Moderately,Not,Moderately,Not,Slightly,Slightly,Moderately,Don't know,Signs/Billboards,Decided,not at all
955,Male,18-24,yes,No,Yes,yes,yes,NDP,Yes,NDP,Not,Very,Moderately,Moderately,Moderately,Moderately,Not,Moderately,Not,Not,Not,Extremely,Extremely,TV,Decided,somewhat
958,Male,25-34,yes,Yes,Yes,yes,yes,NDP,Yes,Green,Not,Not,Slightly,Moderately,Extremely,Moderately,Slightly,Moderately,Slightly,Not,Not,Moderately,Moderately,Mail,Decided,a little
962,Female,25-34,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Not,Not,Don't know,Extremely,Moderately,Moderately,Extremely,Not,Slightly,Extremely,Moderately,Moderately,Slightly,TV,Decided,not at all
966,Male,55-64,yes,No,No,yes,yes,Liberal,Yes,NDP,Not,Not,Slightly,Not,Moderately,Moderately,Moderately,Extremely,Not,Slightly,Moderately,Extremely,Very,Online,Decided,not at all
971,Male,25-34,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Not,Moderately,Moderately,Slightly,Not,Don't know,Slightly,Moderately,Moderately,Slightly,Extremely,Online,Decided,not at all
975,Female,65 and over,yes,Yes,No,yes,no,Did not vote,No,Don't plan to vote,Extremely,Slightly,Not,Extremely,Slightly,Extremely,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Mail,Decided,not at all
987,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Very,Moderately,Extremely,Slightly,Moderately,Moderately,Moderately,Extremely,Not,Not,Moderately,Extremely,Very,None,Decided,not at all
992,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Green,Not,Not,Moderately,Not,Moderately,Not,Slightly,Not,Not,Not,Slightly,Extremely,Extremely,Print,Decided,not at all
993,Male,45-54,yes,No,No,yes,idk,Did not vote,No,Don't plan to vote,Not,Not,Moderately,Moderately,Moderately,Don't know,Moderately,Moderately,Moderately,Slightly,Very,Slightly,Moderately,Online,Decided,not at all
1003,Female,25-34,yes,No,No,yes,yes,Conservative,Yes,Liberal,Not,Not,Don't know,Very,Slightly,Not,Not,Extremely,Not,Moderately,Slightly,Moderately,Slightly,Online,Decided,a little
1004,Male,65 and over,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Moderately,Not,Very,Moderately,Extremely,Moderately,Not,Moderately,Not,Not,Moderately,Moderately,Slightly,Signs/Billboards,Decided,not at all
1005,Male,35-44,yes,No,Yes,yes,yes,NDP,Yes,NDP,Not,Not,Extremely,Don't know,Extremely,Don't know,Moderately,Extremely,Not,Don't know,Slightly,Moderately,Slightly,TV,Decided,not at all
1011,Female,55-64,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Moderately,Moderately,Moderately,Moderately,Very,Extremely,Not,Not,Moderately,Not,Slightly,Extremely,TV,Decided,not at all
1014,Female,18-24,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Moderately,Don't know,Moderately,Slightly,Extremely,Not,Moderately,Not,Not,Slightly,Moderately,Don't know,Online,Decided,not at all
1017,Female,35-44,yes,No,Yes,yes,yes,Green,Yes,Conservative,Moderately,Slightly,Not,Not,Moderately,Moderately,Not,Moderately,Moderately,Not,Not,Moderately,Slightly,TV,Decided,not at all
1018,Female,25-34,yes,No,Yes,yes,no,Did not vote,No,Don't plan to vote,Don't know,Slightly,Very,Moderately,Moderately,Very,Slightly,Not,Not,Not,Slightly,Don't know,Slightly,Print,Decided,not at all
1021,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Conservative,Moderately,Slightly,Slightly,Not,Moderately,Slightly,Not,Not,Slightly,Not,Not,Moderately,Slightly,Signs/Billboards,Decided,not at all
1022,Male,25-34,yes,Yes,Yes,yes,yes,Liberal,Yes,Liberal,Moderately,Don't know,Extremely,Very,Slightly,Very,Not,Extremely,Not,Not,Not,Very,Slightly,Online,Decided,a little
1023,Male,55-64,yes,No,No,yes,yes,NDP,Yes,Liberal,Extremely,Moderately,Don't know,Not,Extremely,Moderately,Slightly,Moderately,Moderately,Not,Very,Moderately,Very,Online,Decided,not at all
1024,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Moderately,Slightly,Moderately,Moderately,Very,Not,Moderately,Not,Slightly,Not,Moderately,Moderately,Online,Decided,not at all
1033,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Moderately,Extremely,Extremely,Don't know,Not,Not,Not,Not,Not,Not,Extremely,Moderately,TV,Decided,not at all
1037,Male,45-54,yes,No,No,yes,yes,Conservative,Yes,Undecided,Not,Moderately,Extremely,Very,Moderately,Moderately,Slightly,Not,Not,Not,Moderately,Moderately,Extremely,Online,Undecided,not at all
1038,Female,25-34,yes,No,No,yes,yes,NDP,Yes,Conservative,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Not,Slightly,Slightly,Moderately,Slightly,Slightly,Signs/Billboards,Decided,not at all
1042,Female,25-34,yes,Yes,No,yes,yes,Green,Yes,Conservative,Very,Moderately,Moderately,Not,Extremely,Moderately,Slightly,Not,Moderately,Slightly,Moderately,Moderately,Very,TV,Decided,not at all
1044,Male,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Not,Moderately,Not,Moderately,Very,Moderately,Not,Moderately,Slightly,Not,Moderately,Moderately,Mail,Decided,not at all
1048,Male,45-54,yes,No,No,yes,yes,Liberal,Yes,Liberal,Extremely,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Slightly,Not,Slightly,Not,Moderately,Slightly,Mail,Decided,not at all
1050,Female,18-24,yes,No,Yes,yes,yes,Liberal,Don't know,Liberal,Not,Moderately,Moderately,Not,Moderately,Moderately,Slightly,Not,Moderately,Slightly,Moderately,Very,Moderately,TV,Decided,not at all
1051,Male,35-44,yes,Yes,Yes,yes,no,Did not vote,Yes,Conservative,Moderately,Moderately,Slightly,Not,Moderately,Not,Not,Moderately,Slightly,Moderately,Extremely,Not,Moderately,Online,Decided,not at all
1052,Female,25-34,yes,No,No,yes,yes,Conservative,Yes,Liberal,Extremely,Not,Extremely,Very,Moderately,Moderately,Not,Moderately,Moderately,Not,Don't know,Moderately,Moderately,TV,Decided,not at all
1053,Male,65 and over,yes,No,No,yes,yes,Other/Prefer not to answer,Yes,Conservative,Not,Not,Don't know,Very,Moderately,Slightly,Moderately,Not,Not,Don't know,Slightly,Extremely,Slightly,Mail,Decided,not at all
1055,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Slightly,Not,Moderately,Moderately,Moderately,Slightly,Moderately,Don't know,Not,Slightly,Slightly,Extremely,Moderately,TV,Decided,not at all
1057,Male,25-34,yes,Yes,No,yes,yes,Liberal,No,Don't plan to vote,Not,Not,Very,Very,Extremely,Moderately,Not,Not,Moderately,Don't know,Not,Moderately,Slightly,TV,Decided,not at all
1060,Female,18-24,yes,Yes,Yes,yes,yes,Green,Yes,Green,Very,Moderately,Very,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Not,Not,Moderately,Moderately,Signs/Billboards,Decided,not at all
1062,Male,18-24,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Not,Extremely,Moderately,Not,Extremely,Moderately,Moderately,Slightly,Very,Very,Extremely,Online,Decided,not at all
1064,Male,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Very,Not,Moderately,Moderately,Moderately,Not,Not,Slightly,Slightly,Slightly,Not,Moderately,Not,Mail,Decided,not at all
1065,Male,25-34,yes,No,Yes,yes,yes,Conservative,Yes,NDP,Slightly,Very,Moderately,Slightly,Moderately,Moderately,Not,Slightly,Not,Not,Not,Moderately,Very,Online,Decided,not at all
1066,Male,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Very,Not,Don't know,Moderately,Moderately,Slightly,Not,Not,Not,Not,Moderately,Moderately,Moderately,Mail,Decided,not at all
1068,Male,25-34,yes,Yes,No,yes,yes,NDP,Yes,Liberal,Don't know,Not,Moderately,Very,Slightly,Slightly,Moderately,Not,Not,Moderately,Not,Very,Don't know,Online,Decided,a little
1073,Female,25-34,yes,Yes,Yes,yes,yes,NDP,Yes,Conservative,Not,Slightly,Moderately,Not,Moderately,Moderately,Not,Not,Moderately,Not,Moderately,Moderately,Moderately,Online,Decided,not at all
1076,Male,55-64,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Extremely,Extremely,Moderately,Extremely,Don't know,Slightly,Moderately,Slightly,Slightly,Slightly,Moderately,Moderately,Signs/Billboards,Decided,not at all
1080,Female,45-54,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Moderately,Extremely,Not,Moderately,Very,Moderately,Don't know,Slightly,Don't know,Not,Moderately,Moderately,Online,Decided,not at all
1084,Female,18-24,yes,No,Yes,yes,yes,Conservative,Yes,Undecided,Very,Not,Moderately,Moderately,Extremely,Moderately,Moderately,Don't know,Extremely,Moderately,Not,Not,Moderately,Mail,Undecided,not at all
1090,Female,45-54,yes,Yes,Yes,yes,no,Did not vote,Yes,Liberal,Not,Don't know,Slightly,Moderately,Moderately,Moderately,Slightly,Not,Slightly,Very,Slightly,Moderately,Moderately,Online,Decided,not at all
1091,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Green,Slightly,Moderately,Moderately,Not,Moderately,Very,Not,Not,Moderately,Not,Not,Moderately,Very,TV,Decided,not at all
1095,Male,18-24,yes,No,No,yes,yes,Other/Prefer not to answer,Yes,NDP,Extremely,Slightly,Slightly,Slightly,Moderately,Moderately,Not,Not,Moderately,Not,Not,Moderately,Moderately,TV,Decided,not at all
1098,Female,35-44,yes,No,No,yes,yes,Conservative,Yes,Conservative,Slightly,Slightly,Slightly,Very,Moderately,Slightly,Moderately,Not,Moderately,Slightly,Moderately,Moderately,Extremely,Mail,Decided,not at all
1099,Female,35-44,yes,Yes,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Moderately,Moderately,Not,Very,Not,Slightly,Not,Not,Moderately,Moderately,Extremely,Online,Decided,not at all
1104,Female,25-34,yes,No,Yes,yes,no,Did not vote,Yes,NDP,Not,Moderately,Moderately,Very,Moderately,Moderately,Extremely,Moderately,Moderately,Slightly,Slightly,Extremely,Slightly,TV,Decided,not at all
1105,Male,25-34,yes,Yes,No,yes,yes,Liberal,Yes,Undecided,Slightly,Not,Moderately,Moderately,Slightly,Very,Moderately,Slightly,Slightly,Moderately,Not,Moderately,Don't know,Online,Undecided,not at all
1106,Female,55-64,yes,No,Yes,yes,yes,Liberal,Yes,NDP,Extremely,Not,Moderately,Slightly,Very,Don't know,Not,Moderately,Not,Not,Don't know,Don't know,Moderately,TV,Decided,a little
1112,Female,18-24,yes,Yes,No,yes,yes,Conservative,Yes,Liberal,Slightly,Moderately,Extremely,Moderately,Slightly,Very,Moderately,Not,Not,Slightly,Not,Moderately,Extremely,Signs/Billboards,Decided,not at all
1114,Female,65 and over,yes,No,No,yes,yes,Liberal,Yes,Liberal,Not,Not,Not,Moderately,Extremely,Not,Not,Moderately,Not,Slightly,Moderately,Extremely,Slightly,Online,Decided,not at all
1116,Female,35-44,yes,No,No,yes,yes,Liberal,Yes,Liberal,Slightly,Not,Don't know,Moderately,Slightly,Moderately,Not,Extremely,Not,Moderately,Not,Extremely,Slightly,Online,Decided,not at all
1117,Female,25-34,yes,No,No,yes,yes,NDP,Yes,Liberal,Not,Not,Moderately,Moderately,Moderately,Slightly,Moderately,Very,Moderately,Slightly,Slightly,Moderately,Very,TV,Decided,not at all
1119,Female,35-44,yes,No,Prefer not to say,yes,yes,NDP,Yes,Liberal,Slightly,Not,Slightly,Moderately,Extremely,Moderately,Moderately,Moderately,Not,Not,Moderately,Moderately,Slightly,Mail,Decided,not at all
1123,Male,55-64,yes,No,Yes,yes,yes,Conservative,Yes,NDP,Slightly,Slightly,Extremely,Moderately,Moderately,Moderately,Not,Moderately,Not,Not,Moderately,Very,Moderately,Online,Decided,not at all
1129,Male,18-24,yes,Yes,No,yes,yes,Liberal,Yes,NDP,Not,Not,Extremely,Not,Very,Moderately,Not,Don't know,Not,Not,Slightly,Moderately,Moderately,Online,Decided,not at all
1133,Male,18-24,yes,No,No,yes,yes,Conservative,Yes,NDP,Extremely,Not,Slightly,Not,Moderately,Moderately,Slightly,Extremely,Not,Slightly,Don't know,Very,Very,Online,Decided,not at all
1136,Male,18-24,yes,No,No,yes,yes,NDP,Don't know,Liberal,Slightly,Not,Slightly,Very,Slightly,Moderately,Not,Moderately,Not,Slightly,Not,Very,Extremely,Online,Decided,not at all
1140,Female,18-24,yes,No,No,yes,yes,Liberal,Yes,NDP,Moderately,Very,Don't know,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not,Slightly,Don't know,Extremely,Mail,Decided,not at all
1141,Female,65 and over,yes,No,Yes,yes,yes,Liberal,Yes,Liberal,Not,Slightly,Moderately,Moderately,Moderately,Extremely,Moderately,Moderately,Not,Slightly,Moderately,Moderately,Moderately,TV,Decided,not at all
